Symbol,Original Name,Hebrew Name,Short Name,Sector,Type,Needs Review
SOFW.TA,Sofwave Medical Ltd,Sofwave Medical Ltd,,מניות - ישראל,Stock,Yes
SOLR.TA,Solaer Israel Ltd,Solaer Israel Ltd,,מניות - ישראל,Stock,Yes
SONO.TA,Sonovia Ltd,Sonovia Ltd,,מניות - ישראל,Stock,Yes
SPDV.TA,Speedvalue Ltd,Speedvalue Ltd,,מניות - ישראל,Stock,Yes
SPEN.TA,Shapir Engineering Industry,Shapir Engineering Industry,,מניות - ישראל,Stock,Yes
SPGE.TA,Supergas Energy Ltd,Supergas Energy Ltd,,מניות - ישראל,Stock,Yes
SPNTC.TA,Spuntech,Spuntech,,מניות - ישראל,Stock,Yes
SPRG.TA,Spring Ventures Ltd,Spring Ventures Ltd,,מניות - ישראל,Stock,Yes
SRAC.TA,SR Accord,SR Accord,,מניות - ישראל,Stock,Yes
SRFT.TA,Sarfati,Sarfati,,מניות - ישראל,Stock,Yes
STCM.TA,Satcom Systems Ltd,Satcom Systems Ltd,,מניות - ישראל,Stock,Yes
STEC.TA,Sure-Tech Investments LP,Sure-Tech Investments LP,,מניות - ישראל,Stock,Yes
STG.TA,STG International Ltd,STG International Ltd,,מניות - ישראל,Stock,Yes
STRG.TA,Storage Drop Storage Technologies Ltd,Storage Drop Storage Technologies Ltd,Storage Drop Storage Technolog,מניות - ישראל,Stock,Yes
STRS.TA,Strauss Group,Strauss Group,,מניות - ישראל,Stock,Yes
SVRT.TA,Savoreat Ltd,Savoreat Ltd,,מניות - ישראל,Stock,Yes
TASE.TA,Tel Aviv Stock Exchange,Tel Aviv מניה Exchange,,מניות - ישראל,Stock,No
TATT.TA,TAT Technologies Ltd,TAT Technologies Ltd,,מניות - ישראל,Stock,Yes
TAYA.TA,Taya Inv-L,Taya Inv-L,,מניות - ישראל,Stock,Yes
TCH-F1.TA,Tachlit Indices Mutual Fund Management Ltd. - Tachlit SAL (40) TA 35,"תכלית Indices Mutual קרן Management Ltd. - תכלית סל (40) ת""א 35",תכלית Indices Mutual קרן Manag,מניות - תל אביב 35,ETF,No
TCH-F10.TA,Tachlit Indices MF Management Ltd. - Tachlit SAL (00) Tel Bond 20,"תכלית Indices MF Management Ltd. - תכלית סל (00) Tel אג""ח 20",תכלית Indices MF Management Lt,"אג""ח",ETF,No
TCH-F100.TA,Tachlit Index Sal Ltd. - Tachlit SAL (4D) STOXX Europe 600,תכלית מדד סל Ltd. - תכלית סל (4D) STOXX אירופה 600,תכלית מדד סל Ltd. - תכלית סל,מניות - אירופה,ETF,Yes
TCH-F101.TA,Tachlit Indices Mutual Fund Management Ltd. - Tachlit SAL (4A) STOXX Europe 600 EURO Hedged,תכלית Indices Mutual קרן Management Ltd. - תכלית סל (4A) STOXX אירופה 600 EURO Hedged,תכלית Indices Mutual קרן Manag,מניות - אירופה,ETF,Yes
TCH-F102.TA,Tachlit Indices Mutual Fund Management Ltd. - Tachlit SAL (4A) MSCI World U.S.D Hedged,תכלית Indices Mutual קרן Management Ltd. - תכלית סל (4A) MSCI World U.S.D Hedged,תכלית Indices Mutual קרן Manag,מניות - בינלאומי,ETF,No
TCH-F104.TA,Tachlit Indices MF Management Ltd. - Tachlit SAL (0B) Tel Bond-Composite,"תכלית Indices MF Management Ltd. - תכלית סל (0B) Tel אג""ח-Composite",תכלית Indices MF Management Lt,"אג""ח",ETF,No
TCH-F108.TA,Tachlit Indices Mutual Fund Management Ltd. - Tachlit SAL (4A) CAC 40 Currency-Hedged,תכלית Indices Mutual קרן Management Ltd. - תכלית סל (4A) CAC 40 Currency-Hedged,תכלית Indices Mutual קרן Manag,מניות - ישראל,ETF,No
TCH-F11.TA,Tachlit Indices Mutual Fund Management Ltd. - Tachlit SAL (4A) S&P 500 Currency-Hedged,תכלית Indices Mutual קרן Management Ltd. - תכלית סל (4A) S&P 500 Currency-Hedged,תכלית Indices Mutual קרן Manag,"מניות - ארה""ב",ETF,No
TCH-F110.TA,Tachlit Indices MF Management Ltd. - Tachlit SAL (00) Tel Bond Floating,"תכלית Indices MF Management Ltd. - תכלית סל (00) Tel אג""ח Floating",תכלית Indices MF Management Lt,"אג""ח",ETF,No
TCH-F113.TA,Tachlit Indices Mutual Fund Management Ltd. - Tachlit SAL (4D) DAX 30,תכלית Indices Mutual קרן Management Ltd. - תכלית סל (4D) DAX 30,תכלית Indices Mutual קרן Manag,מניות - ישראל,ETF,No
TCH-F114.TA,Tachlit Indices Mutual Fund Management Ltd. - Tachlit SAL (4D) MSCI India,תכלית Indices Mutual קרן Management Ltd. - תכלית סל (4D) MSCI India,תכלית Indices Mutual קרן Manag,מניות - ישראל,ETF,No
TCH-F118.TA,Tachlit Index Sal Ltd. - Tachlit SAL (40) TA Finance,תכלית מדד סל Ltd. - תכלית סל (40) TA Finance,תכלית מדד סל Ltd. - תכלית סל,מניות - ישראל,ETF,No
TCH-F12.TA,Tachlit Indices Mutual Fund Management Ltd. - Tachlit SAL (4A) DAX 30 Currency-Hedged,תכלית Indices Mutual קרן Management Ltd. - תכלית סל (4A) DAX 30 Currency-Hedged,תכלית Indices Mutual קרן Manag,מניות - ישראל,ETF,No
TCH-F120.TA,Tachlit Indices Mutual Fund Management Ltd. - Tachlit SAL (60) Short TA 35 (2133.6),"תכלית Indices Mutual קרן Management Ltd. - תכלית סל (60) Short ת""א 35 (2133.6)",תכלית Indices Mutual קרן Manag,מניות - תל אביב 35,ETF,No
TCH-F124.TA,Tachlit Index Sal Ltd. - Tachlit SAL (4D) MSCI AC World,תכלית מדד סל Ltd. - תכלית סל (4D) MSCI AC World,תכלית מדד סל Ltd. - תכלית סל,מניות - בינלאומי,ETF,No
TCH-F128.TA,Tachlit Index Sal Ltd. - Tachlit SAL (4D) MSCI Emerging Markets,תכלית מדד סל Ltd. - תכלית סל (4D) שווקים מתפתחיםerging Markets,תכלית מדד סל Ltd. - תכלית סל,מניות - שווקים מתפתחים,ETF,No
TCH-F129.TA,Tachlit Index Sal Ltd. - Tachlit SAL (4A) NIKKEI 225 Currency-Hedged,תכלית מדד סל Ltd. - תכלית סל (4A) NIKKEI 225 Currency-Hedged,תכלית מדד סל Ltd. - תכלית סל,מניות - ישראל,ETF,Yes
TCH-F131.TA,Tachlit Indices Mutual Fund Management Ltd. - Tachlit SAL (4D) Russell 2000,תכלית Indices Mutual קרן Management Ltd. - תכלית סל (4D) Russell 2000,תכלית Indices Mutual קרן Manag,מניות - ישראל,ETF,No
TCH-F134.TA,Tachlit Indices Mutual Fund Management Ltd. - Tachlit SAL (4D) composite US Equity Monthly,תכלית Indices Mutual קרן Management Ltd. - תכלית סל (4D) composite US Equity Monthly,תכלית Indices Mutual קרן Manag,מניות - ישראל,ETF,No
TCH-F136.TA,Tachlit Index Sal Ltd. - Tachlit SAL (40) TA Oil & GAS,תכלית מדד סל Ltd. - תכלית סל (40) TA Oil & GAS,תכלית מדד סל Ltd. - תכלית סל,מניות - ישראל,ETF,No
TCH-F138.TA,Tachlit Indices MF Management Ltd. - Tachlit SAL (00) Tel Bond-CPI Linked Bank,"תכלית Indices MF Management Ltd. - תכלית סל (00) Tel אג""ח-CPI Linked Bank",תכלית Indices MF Management Lt,"אג""ח",ETF,No
TCH-F139.TA,Tachlit Index Sal Ltd. - Tachlit SAL (4A) DJ Internet Composite Currency-Hedged,תכלית מדד סל Ltd. - תכלית סל (4A) DJ Internet Composite Currency-Hedged,תכלית מדד סל Ltd. - תכלית סל,מניות - ישראל,ETF,No
TCH-F14.TA,Tachlit Indices MF Management Ltd. - Tachlit SAL (00) Non Linked Gov. Bonds,תכלית Indices MF Management Ltd. - תכלית סל (00) Non Linked Gov. Bonds,תכלית Indices MF Management Lt,"אג""ח",ETF,No
TCH-F140.TA,Tachlit Index Sal Ltd. - Tachlit SAL (4A) S&P Financial Currency-Hedged,תכלית מדד סל Ltd. - תכלית סל (4A) S&P Financial Currency-Hedged,תכלית מדד סל Ltd. - תכלית סל,"מניות - ארה""ב",ETF,No
TCH-F141.TA,Tachlit Index Sal Ltd. - Tachlit SAL (4A) FTSE 250 Currency-Hedged,תכלית מדד סל Ltd. - תכלית סל (4A) FTSE 250 Currency-Hedged,תכלית מדד סל Ltd. - תכלית סל,מניות - ישראל,ETF,Yes
TCH-F146.TA,Tachlit Indices Mutual Fund Management Ltd. - Tachlit SAL (4D) S&P 500 Dividend Aristocrats,תכלית Indices Mutual קרן Management Ltd. - תכלית סל (4D) S&P 500 Dividend Aristocrats,תכלית Indices Mutual קרן Manag,"מניות - ארה""ב",ETF,No
TCH-F147.TA,Tachlit Index Sal Ltd. - Tachlit SAL (4A) S&P 500 Dividend Aristocrats Currency-Hedged,תכלית מדד סל Ltd. - תכלית סל (4A) S&P 500 Dividend Aristocrats Currency-Hedged,תכלית מדד סל Ltd. - תכלית סל,"מניות - ארה""ב",ETF,No
TCH-F150.TA,Tachlit Index Sal Ltd. - Tachlit SAL (4A) IPOX 100 US Currency-Hedged,תכלית מדד סל Ltd. - תכלית סל (4A) IPOX 100 US Currency-Hedged,תכלית מדד סל Ltd. - תכלית סל,מניות - ישראל,ETF,Yes
TCH-F151.TA,Tachlit Index Sal Ltd. - Tachlit SAL (4A) S&P MidCap 400 Currency-Hedged,תכלית מדד סל Ltd. - תכלית סל (4A) S&P MidCap 400 Currency-Hedged,תכלית מדד סל Ltd. - תכלית סל,"מניות - ארה""ב",ETF,No
TCH-F16.TA,Tachlit Indices Mutual Fund Management Ltd. - Tachlit SAL (4D) composite Gov. Bond (80%) Foreign Equ,"תכלית Indices Mutual קרן Management Ltd. - תכלית סל (4D) composite Gov. אג""ח (80%) Foreign Equ",תכלית Indices Mutual קרן Manag,"אג""ח",ETF,No
TCH-F2.TA,Tachlit Indices Mutual Funds Ltd. - Tachlit SAL (40) TA 125,"תכלית Indices Mutual Funds Ltd. - תכלית סל (40) ת""א 125",תכלית Indices Mutual Funds Ltd,מניות - תל אביב 125,ETF,No
TCH-F20.TA,Tachlit Index Sal Ltd. - Tachlit SAL (40) TEL DIV,תכלית מדד סל Ltd. - תכלית סל (40) TEL DIV,תכלית מדד סל Ltd. - תכלית סל,מניות - ישראל,ETF,No
TCH-F21.TA,Meitav Tachlit Mutual Funds Ltd. - Tachlit SAL (40) SME60,מיטב תכלית Mutual Funds Ltd. - תכלית סל (40) SME60,מיטב תכלית Mutual Funds Ltd. -,מניות - ישראל,ETF,No
TCH-F24.TA,Tachlit Indices MF Management Ltd. - Tachlit SAL (00) Non-Linked Floating Interest Gov. Bonds,תכלית Indices MF Management Ltd. - תכלית סל (00) Non-Linked Floating Interest Gov. Bonds,תכלית Indices MF Management Lt,"אג""ח",ETF,No
TCH-F25.TA,Tachlit Indices MF Management Ltd. - Tachlit SAL (00) CPI-Linked Gov. Bonds 2-5 Years,תכלית Indices MF Management Ltd. - תכלית סל (00) CPI-Linked Gov. Bonds 2-5 Years,תכלית Indices MF Management Lt,"אג""ח",ETF,No
TCH-F26.TA,Tachlit Indices MF Management Ltd. - Tachlit SAL (00) Tel Bond 40,"תכלית Indices MF Management Ltd. - תכלית סל (00) Tel אג""ח 40",תכלית Indices MF Management Lt,"אג""ח",ETF,No
TCH-F27.TA,Meitav Tachlit Mutual Funds Ltd. - Tachlit SAL (00) Tel Bond 60,"מיטב תכלית Mutual Funds Ltd. - תכלית סל (00) Tel אג""ח 60",מיטב תכלית Mutual Funds Ltd. -,"אג""ח",ETF,No
TCH-F29.TA,Tachlit Index Sal Ltd. - Tachlit SAL (4A) FTSE 100 Currency-Hedged,תכלית מדד סל Ltd. - תכלית סל (4A) FTSE 100 Currency-Hedged,תכלית מדד סל Ltd. - תכלית סל,מניות - ישראל,ETF,Yes
TCH-F3.TA,Tachlit Indices Mutual Fund Management Ltd. - Tachlit SAL (40) TA BANK 5,תכלית Indices Mutual קרן Management Ltd. - תכלית סל (40) TA BANK 5,תכלית Indices Mutual קרן Manag,מניות - ישראל,ETF,Yes
TCH-F31.TA,Tachlit Indices MF Management Ltd. - Tachlit SAL (00) Non-Linked Fixed Interest Gov. Bonds 2-5 Years,תכלית Indices MF Management Ltd. - תכלית סל (00) Non-Linked Fixed Interest Gov. Bonds 2-5 Years,תכלית Indices MF Management Lt,"אג""ח",ETF,No
TCH-F32.TA,Tachlit Indices MF Management Ltd. - Tachlit SAL (00) Non-Linked Fixed Interest Gov. Bonds 5+ Years,תכלית Indices MF Management Ltd. - תכלית סל (00) Non-Linked Fixed Interest Gov. Bonds 5+ Years,תכלית Indices MF Management Lt,"אג""ח",ETF,No
TCH-F33.TA,Tachlit Indices MF Management Ltd. - Tachlit SAL (00) CPI-Linked Gov. Bonds 5-10 Years,תכלית Indices MF Management Ltd. - תכלית סל (00) CPI-Linked Gov. Bonds 5-10 Years,תכלית Indices MF Management Lt,"אג""ח",ETF,No
TCH-F34.TA,Meitav Tachlit Mutual Funds Ltd. - Tachlit SAL (00) Tel Bond-Shekel,"מיטב תכלית Mutual Funds Ltd. - תכלית סל (00) Tel אג""ח-Shekel",מיטב תכלית Mutual Funds Ltd. -,"אג""ח",ETF,No
TCH-F39.TA,Tachlit Index Sal Ltd. - Tachlit SAL (4A) Russell 2000 Currency-Hedged,תכלית מדד סל Ltd. - תכלית סל (4A) Russell 2000 Currency-Hedged,תכלית מדד סל Ltd. - תכלית סל,מניות - ישראל,ETF,No
TCH-F4.TA,Tachlit Indices Mutual Fund Management Ltd. - Tachlit SAL (4A) NASDAQ 100 Currency-Hedged,"תכלית Indices Mutual קרן Management Ltd. - תכלית סל (4A) נאסד""ק 100 Currency-Hedged",תכלית Indices Mutual קרן Manag,מניות - טכנולוגיה,ETF,No
TCH-F40.TA,Tachlit Indices Mutual Fund Management Ltd. - Tachlit SAL (4A) composite INT. Equity Currency-Hedged,תכלית Indices Mutual קרן Management Ltd. - תכלית סל (4A) composite INT. Equity Currency-Hedged,תכלית Indices Mutual קרן Manag,מניות - ישראל,ETF,No
TCH-F41.TA,Tachlit Indices MF Management Ltd. - Tachlit SAL (00) Tel Bond-Yields,"תכלית Indices MF Management Ltd. - תכלית סל (00) Tel אג""ח-Yields",תכלית Indices MF Management Lt,"אג""ח",ETF,No
TCH-F44.TA,Tachlit Index Sal Ltd. - Tachlit SAL (4D) MDAX,תכלית מדד סל Ltd. - תכלית סל (4D) MDAX,תכלית מדד סל Ltd. - תכלית סל,מניות - ישראל,ETF,Yes
TCH-F46.TA,Tachlit Index Sal Ltd. - Tachlit SAL (4D) MDAX Currency-Hedged,תכלית מדד סל Ltd. - תכלית סל (4D) MDAX Currency-Hedged,תכלית מדד סל Ltd. - תכלית סל,מניות - ישראל,ETF,Yes
TCH-F49.TA,Tachlit Index Sal Ltd. - Tachlit SAL (4A) S&P Health Care Currency-Hedged,תכלית מדד סל Ltd. - תכלית סל (4A) S&P Health Care Currency-Hedged,תכלית מדד סל Ltd. - תכלית סל,"מניות - ארה""ב",ETF,No
TCH-F5.TA,Tachlit Indices Mutual Fund Management Ltd. - Tachlit SAL (4A) Hang Seng China 100 Currency-Hedged,תכלית Indices Mutual קרן Management Ltd. - תכלית סל (4A) Hang Seng China 100 Currency-Hedged,תכלית Indices Mutual קרן Manag,מניות - ישראל,ETF,No
TCH-F50.TA,Tachlit Indices Mutual Fund Management Ltd. - Tachlit SAL (4D) S&P Financial,תכלית Indices Mutual קרן Management Ltd. - תכלית סל (4D) S&P Financial,תכלית Indices Mutual קרן Manag,"מניות - ארה""ב",ETF,No
TCH-F51.TA,Tachlit Indices Mutual Fund Management Ltd. - Tachlit SAL (4A) S&P Industrial Currency-Hedged,תכלית Indices Mutual קרן Management Ltd. - תכלית סל (4A) S&P Industrial Currency-Hedged,תכלית Indices Mutual קרן Manag,"מניות - ארה""ב",ETF,No
TCH-F52.TA,Tachlit Indices Mutual Fund Management Ltd. - Tachlit SAL (4A) comp S&PConsumer (50%) S&PStaples (50,תכלית Indices Mutual קרן Management Ltd. - תכלית סל (4A) comp S&PConsumer (50%) S&PStaples (50,תכלית Indices Mutual קרן Manag,"מניות - ארה""ב",ETF,No
TCH-F55.TA,Tachlit Indices Mutual Fund Management Ltd. - Tachlit SAL (4D) S&P Consumer Discretionary,תכלית Indices Mutual קרן Management Ltd. - תכלית סל (4D) S&P Consumer Discretionary,תכלית Indices Mutual קרן Manag,"מניות - ארה""ב",ETF,No
TCH-F56.TA,Tachlit Indices Mutual Fund Management Ltd. - Tachlit SAL (4A) S&P Technology Currency-Hedged,תכלית Indices Mutual קרן Management Ltd. - תכלית סל (4A) S&P Technology Currency-Hedged,תכלית Indices Mutual קרן Manag,"מניות - ארה""ב",ETF,No
TCH-F57.TA,Tachlit Indices Mutual Fund Management Ltd. - Tachlit SAL (4D) S&P Consumer Staples,תכלית Indices Mutual קרן Management Ltd. - תכלית סל (4D) S&P Consumer Staples,תכלית Indices Mutual קרן Manag,"מניות - ארה""ב",ETF,No
TCH-F58.TA,Tachlit Indices Mutual Fund Management Ltd. - Tachlit SAL (4D) S&P Health Care,תכלית Indices Mutual קרן Management Ltd. - תכלית סל (4D) S&P Health Care,תכלית Indices Mutual קרן Manag,"מניות - ארה""ב",ETF,No
TCH-F63.TA,Tachlit Indices Mutual Fund Management Ltd. - Tachlit SAL (4D) ISE Cyber Security,תכלית Indices Mutual קרן Management Ltd. - תכלית סל (4D) ISE Cyber Security,תכלית Indices Mutual קרן Manag,מניות - ישראל,ETF,No
TCH-F64.TA,Tachlit Indices MF Management Ltd. - Tachlit SAL (00) Tel Bond-Yield NIS,"תכלית Indices MF Management Ltd. - תכלית סל (00) Tel אג""ח-Yield NIS",תכלית Indices MF Management Lt,"אג""ח",ETF,No
TCH-F65.TA,Tachlit Indices Mutual Fund Management Ltd. - Tachlit SAL (4D) S&P Energy,תכלית Indices Mutual קרן Management Ltd. - תכלית סל (4D) S&P Energy,תכלית Indices Mutual קרן Manag,"מניות - ארה""ב",ETF,No
TCH-F69.TA,Tachlit Indices Mutual Fund Management Ltd. - Tachlit SAL (4D) S&P Aerospace & Defense,תכלית Indices Mutual קרן Management Ltd. - תכלית סל (4D) S&P Aerospace & Defense,תכלית Indices Mutual קרן Manag,"מניות - ארה""ב",ETF,No
TCH-F7.TA,Tachlit Indices Mutual Fund Management Ltd. - Tachlit SAL (40) EURO STOXX 50 Currency-Hedged,תכלית Indices Mutual קרן Management Ltd. - תכלית סל (40) EURO STOXX 50 Currency-Hedged,תכלית Indices Mutual קרן Manag,מניות - ישראל,ETF,Yes
TCH-F71.TA,Tachlit Index Sal Ltd. - Tachlit SAL (4A) MSCI AC World U.S.D Hedged,תכלית מדד סל Ltd. - תכלית סל (4A) MSCI AC World U.S.D Hedged,תכלית מדד סל Ltd. - תכלית סל,מניות - בינלאומי,ETF,No
TCH-F75.TA,Tachlit Indices MF Management Ltd. - Tachlit SAL (00) Tel Bond-Global,"תכלית Indices MF Management Ltd. - תכלית סל (00) Tel אג""ח-Global",תכלית Indices MF Management Lt,"אג""ח",ETF,No
TCH-F76.TA,Tachlit Indices Mutual Fund Management Ltd. - Tachlit SAL (4D) S&P 500,תכלית Indices Mutual קרן Management Ltd. - תכלית סל (4D) S&P 500,תכלית Indices Mutual קרן Manag,"מניות - ארה""ב",ETF,No
TCH-F77.TA,Tachlit Indices Mutual Fund Management Ltd. - Tachlit SAL (4D) NASDAQ 100,"תכלית Indices Mutual קרן Management Ltd. - תכלית סל (4D) נאסד""ק 100",תכלית Indices Mutual קרן Manag,מניות - טכנולוגיה,ETF,No
TCH-F78.TA,Tachlit Index Sal Ltd. - Tachlit SAL (4D) NIKKEI 225,תכלית מדד סל Ltd. - תכלית סל (4D) NIKKEI 225,תכלית מדד סל Ltd. - תכלית סל,מניות - ישראל,ETF,Yes
TCH-F79.TA,Tachlit Index Sal Ltd. - Tachlit SAL (4D) EURO STOXX 50,תכלית מדד סל Ltd. - תכלית סל (4D) EURO STOXX 50,תכלית מדד סל Ltd. - תכלית סל,מניות - ישראל,ETF,Yes
TCH-F80.TA,Tachlit Indices Mutual Fund Management Ltd. - Tachlit SAL (4D) NASDAQ Biotechnology,"תכלית Indices Mutual קרן Management Ltd. - תכלית סל (4D) נאסד""ק Biotechnology",תכלית Indices Mutual קרן Manag,מניות - טכנולוגיה,ETF,No
TCH-F81.TA,Tachlit Indices Mutual Fund Management Ltd. - Tachlit SAL (4D) Future Bloomberg Brent Crude,תכלית Indices Mutual קרן Management Ltd. - תכלית סל (4D) Future Bloomberg Brent Crude,תכלית Indices Mutual קרן Manag,מניות - ישראל,ETF,No
TCH-F82.TA,Tachlit Indices Mutual Fund Management Ltd. - Tachlit SAL (4D) Future Bloomberg Silver,תכלית Indices Mutual קרן Management Ltd. - תכלית סל (4D) Future Bloomberg Silver,תכלית Indices Mutual קרן Manag,מניות - ישראל,ETF,No
TCH-F83.TA,Tachlit Index Sal Ltd. - Tachlit SAL (40) TA REAL-ESTATE,תכלית מדד סל Ltd. - תכלית סל (40) TA REAL-ESTATE,תכלית מדד סל Ltd. - תכלית סל,מניות - ישראל,ETF,Yes
TCH-F85.TA,Meitav Tachlit Mutual Funds Ltd. - Tachlit SAL (40) TA Growth,מיטב תכלית Mutual Funds Ltd. - תכלית סל (40) TA Growth,מיטב תכלית Mutual Funds Ltd. -,מניות - ישראל,ETF,No
TCH-F87.TA,Tachlit Indices MF Management Ltd. - Tachlit SAL (00) CPI-Linked Gov. Bonds 0-2 Years,תכלית Indices MF Management Ltd. - תכלית סל (00) CPI-Linked Gov. Bonds 0-2 Years,תכלית Indices MF Management Lt,"אג""ח",ETF,No
TCH-F88.TA,Tachlit Indices MF Management Ltd. - Tachlit SAL (00) Non-Linked Fixed Int. Gov. Bonds 0-2 Years,תכלית Indices MF Management Ltd. - תכלית סל (00) Non-Linked Fixed Int. Gov. Bonds 0-2 Years,תכלית Indices MF Management Lt,"אג""ח",ETF,No
TCH-F9.TA,Tachlit Indices Mutual Fund Management Ltd. - Tachlit SAL (40) TA 90,"תכלית Indices Mutual קרן Management Ltd. - תכלית סל (40) ת""א 90",תכלית Indices Mutual קרן Manag,מניות - תל אביב 90,ETF,No
TCH-F91.TA,Tachlit Indices MF Management Ltd. - Tachlit SAL (00) Tel Bond-Global,"תכלית Indices MF Management Ltd. - תכלית סל (00) Tel אג""ח-Global",תכלית Indices MF Management Lt,"אג""ח",ETF,No
TCH-F93.TA,Tachlit Indices Mutual Fund Management Ltd. - Tachlit SAL (60) Leveraged*2 TA 35 Monthly,"תכלית Indices Mutual קרן Management Ltd. - תכלית סל (60) Leveraged*2 ת""א 35 Monthly",תכלית Indices Mutual קרן Manag,מניות - תל אביב 35,ETF,No
TCH-F94.TA,Tachlit Indices Mutual Fund Management Ltd. - Tachlit SAL (4D) LBMA Gold Price AM,תכלית Indices Mutual קרן Management Ltd. - תכלית סל (4D) LBMA זהב Price AM,תכלית Indices Mutual קרן Manag,סחורות - זהב,ETF,Yes
TCH-F97.TA,Tachlit Indices MF Management Ltd. - Tachlit SAL (00) Tel Bond-CPI Linked SmallCap,"תכלית Indices MF Management Ltd. - תכלית סל (00) Tel אג""ח-CPI Linked SmallCap",תכלית Indices MF Management Lt,"אג""ח",ETF,No
TCH-F98.TA,Tachlit Indices Mutual Fund Management Ltd. - Tachlit SAL (60) Long Leveraged*3 TA 35 Monthly,"תכלית Indices Mutual קרן Management Ltd. - תכלית סל (60) Long Leveraged*3 ת""א 35 Monthly",תכלית Indices Mutual קרן Manag,מניות - תל אביב 35,ETF,No
TCH-F99.TA,Tachlit Indices Mutual Fund Management Ltd. - Tachlit SAL (60) Short Leveraged*2 TA 35 Monthly,"תכלית Indices Mutual קרן Management Ltd. - תכלית סל (60) Short Leveraged*2 ת""א 35 Monthly",תכלית Indices Mutual קרן Manag,מניות - תל אביב 35,ETF,No
TCH-FK1.TA,Tachlit Indices MF Management Ltd. - Tachlit SAL (00) Kosher Tel Bond-Yields,"תכלית Indices MF Management Ltd. - תכלית סל (00) Kosher Tel אג""ח-Yields",תכלית Indices MF Management Lt,"אג""ח",ETF,No
TCH-FK2.TA,Tachlit Indices MF Management Ltd. - Tachlit SAL (00) Kosher Tel Bond-CPI Linked SmallCap,"תכלית Indices MF Management Ltd. - תכלית סל (00) Kosher Tel אג""ח-CPI Linked SmallCap",תכלית Indices MF Management Lt,"אג""ח",ETF,No
TCH-FK3.TA,Tachlit Indices MF Management Ltd. - Tachlit SAL(00) Kosher Tel Bond-Shekel,"תכלית Indices MF Management Ltd. - תכלית סל(00) Kosher Tel אג""ח-Shekel",תכלית Indices MF Management Lt,"אג""ח",ETF,No
TCH-FK4.TA,Tachlit Index Sal Ltd. - Tachlit SAL (40) Kosher TA 125,"תכלית מדד סל Ltd. - תכלית סל (40) Kosher ת""א 125",תכלית מדד סל Ltd. - תכלית סל,מניות - תל אביב 125,ETF,No
TDGN.TA,Tadir-Gan (Precision Products) 1993 Ltd,Tadir-Gan (Precision Products) 1993 Ltd,Tadir-Gan,מניות - ישראל,Stock,Yes
TDRN.TA,Tadiran Hldg,Tadiran Hldg,,מניות - ישראל,Stock,Yes
TECT.TA,Tectona,Tectona,,מניות - ישראל,Stock,Yes
TEDE.TA,Tedea Technological Development and Automation Ltd,Tedea Technological Development and Automation Ltd,Tedea Technological Developmen,מניות - ישראל,Stock,Yes
TEFN.TA,Intelicanna Ltd,Intelicanna Ltd,,מניות - ישראל,Stock,Yes
TEVA.TA,Teva Pharmaceutical Industries Ltd,Teva Pharmaceutical Industries Ltd,Teva Pharmaceutical Industries,מניות - ישראל,Stock,Yes
TFRLF.TA,Tefron Ltd,Tefron Ltd,,מניות - ישראל,Stock,Yes
TGI.TA,TGI Infrastructures Ltd,TGI Infrastructures Ltd,,מניות - ישראל,Stock,Yes
TGTR.TA,Together Startup Network Ltd,Together Startup Network Ltd,,מניות - ישראל,Stock,Yes
THES.TA,Thirdeye Systems Ltd,Thirdeye Systems Ltd,,מניות - ישראל,Stock,Yes
TIGBUR.TA,Tigbur - Temporary Professional Personnel Ltd,Tigbur - Temporary Professional Personnel Ltd,Tigbur - Temporary Professiona,מניות - ישראל,Stock,Yes
TIGI.TA,Tigi Ltd,Tigi Ltd,,מניות - ישראל,Stock,Yes
TKUN.TA,Tikun Olam Cannbit Pharmaceuticals Ltd,Tikun Olam Cannbit Pharmaceuticals Ltd,Tikun Olam Cannbit Pharmaceuti,מניות - ישראל,Stock,Yes
TLSY.TA,Telsys,Telsys,,מניות - ישראל,Stock,Yes
TMRP.TA,Tamar Petroleum Ltd,Tamar Petroleum Ltd,,מניות - ישראל,Stock,Yes
TNDO.TA,Tondo Smart Ltd,Tondo Smart Ltd,,מניות - ישראל,Stock,Yes
TNPV.TA,Technoplus Ventures Ltd,Technoplus Ventures Ltd,,מניות - ישראל,Stock,Yes
TOEN.TA,Tomer Energy Royalties 2012 Ltd,Tomer Energy Royalties 2012 Ltd,Tomer Energy Royalties 2012 Lt,מניות - ישראל,Stock,Yes
TOPG.TA,Top Group Software Ltd,Top Group Software Ltd,,מניות - ישראל,Stock,Yes
TOPS.TA,Top Systems-L,Top Systems-L,,מניות - ישראל,Stock,Yes
TPGM.TA,Top Gum Industries Ltd,Top Gum Industries Ltd,,מניות - ישראל,Stock,Yes
TRAN.TA,Trucknet Enterprise Ltd,Trucknet Enterprise Ltd,,מניות - ישראל,Stock,Yes
TRLT.TA,Tera Light Ltd,Tera Light Ltd,,מניות - ישראל,Stock,Yes
TRPZ.TA,Turpaz Industries Ltd,Turpaz Industries Ltd,,מניות - ישראל,Stock,Yes
TRX.TA,Terminal X Online Ltd.,Terminal X Online Ltd.,,מניות - ישראל,Stock,Yes
TSEM.TA,Tower Semiconductor Ltd,Tower Semiconductor Ltd,,מניות - ישראל,Stock,Yes
